TOT_TDC (irrad=1) X,TOT_TDC (irrad=1) Y,TOT_TDC (irrad=2) X,TOT_TDC (irrad=2) Y,TOT_TDC (irrad=3) X,TOT_TDC (irrad=3) Y,TOA_TDC (irrad=1) X,TOA_TDC (irrad=1) Y,TOA_TDC (irrad=2) X,TOA_TDC (irrad=2) Y,TOA_TDC (irrad=3) X,TOA_TDC (irrad=3) Y
70,3.80E-09,70,4.00E-09,70,4.06E-09,70,7.56E-09,70,7.40E-09,70,7.32E-09
71,3.62E-09,71,4.02E-09,71,2.78E-09,71,7.62E-09,71,7.42E-09,71,7.92E-09
72,3.56E-09,72,3.74E-09,72,3.14E-09,72,7.70E-09,72,7.46E-09,72,7.76E-09
73,3.58E-09,73,3.96E-09,73,3.28E-09,73,7.64E-09,73,7.48E-09,73,7.62E-09
74,3.32E-09,74,3.70E-09,74,3.44E-09,74,7.70E-09,74,7.52E-09,74,7.64E-09
75,3.74E-09,75,3.86E-09,75,3.66E-09,75,7.62E-09,75,7.52E-09,75,7.50E-09
76,3.74E-09,76,4.24E-09,76,3.40E-09,76,7.56E-09,76,7.32E-09,76,7.68E-09
77,3.76E-09,77,4.16E-09,77,3.88E-09,77,7.48E-09,77,7.32E-09,77,7.44E-09
78,3.46E-09,78,3.98E-09,78,2.72E-09,78,7.66E-09,78,7.44E-09,78,7.94E-09
79,3.58E-09,79,3.78E-09,79,3.04E-09,79,7.60E-09,79,7.50E-09,79,7.72E-09
80,3.48E-09,80,3.46E-09,80,3.50E-09,80,7.62E-09,80,7.56E-09,80,7.56E-09
81,3.64E-09,81,3.74E-09,81,3.66E-09,81,7.70E-09,81,7.52E-09,81,7.56E-09
82,3.32E-09,82,3.86E-09,82,3.04E-09,82,7.74E-09,82,7.46E-09,82,7.68E-09
83,4.00E-09,83,4.20E-09,83,3.26E-09,83,7.40E-09,83,7.24E-09,83,7.72E-09
84,4.06E-09,84,3.72E-09,84,3.14E-09,84,7.44E-09,84,7.48E-09,84,7.64E-09
85,3.62E-09,85,4.02E-09,85,2.60E-09,85,7.62E-09,85,7.36E-09,85,7.90E-09
86,3.40E-09,86,3.82E-09,86,3.46E-09,86,7.64E-09,86,7.50E-09,86,7.60E-09
87,3.50E-09,87,3.98E-09,87,3.46E-09,87,7.64E-09,87,7.40E-09,87,7.58E-09
88,3.50E-09,88,3.62E-09,88,3.06E-09,88,7.64E-09,88,7.58E-09,88,7.76E-09
89,3.62E-09,89,3.30E-09,89,3.08E-09,89,7.62E-09,89,7.66E-09,89,7.78E-09
90,3.70E-09,90,4.02E-09,90,3.26E-09,90,7.56E-09,90,7.38E-09,90,7.70E-09
91,3.52E-09,91,3.74E-09,91,2.68E-09,91,7.60E-09,91,7.50E-09,91,7.88E-09
92,4.06E-09,92,3.80E-09,92,3.00E-09,92,7.40E-09,92,7.54E-09,92,7.80E-09
93,3.28E-09,93,3.46E-09,93,3.56E-09,93,7.72E-09,93,7.66E-09,93,7.62E-09
94,3.82E-09,94,3.66E-09,94,3.96E-09,94,7.46E-09,94,7.56E-09,94,7.36E-09
95,3.46E-09,95,3.96E-09,95,3.78E-09,95,7.68E-09,95,7.44E-09,95,7.48E-09
96,3.60E-09,96,3.48E-09,96,2.24E-09,96,7.56E-09,96,7.66E-09,96,8.02E-09
97,3.72E-09,97,3.60E-09,97,2.88E-09,97,7.58E-09,97,7.52E-09,97,7.74E-09
98,3.74E-09,98,3.74E-09,98,3.46E-09,98,7.56E-09,98,7.48E-09,98,7.70E-09
99,3.70E-09,99,3.72E-09,99,3.12E-09,99,7.54E-09,99,7.50E-09,99,7.72E-09
100,4.06E-09,100,3.42E-09,100,2.72E-09,100,7.38E-09,100,7.60E-09,100,7.92E-09
101,3.54E-09,101,3.38E-09,101,3.38E-09,101,7.58E-09,101,7.62E-09,101,7.62E-09
102,3.78E-09,102,3.60E-09,102,3.52E-09,102,7.60E-09,102,7.52E-09,102,7.56E-09
103,3.86E-09,103,4.10E-09,103,2.78E-09,103,7.50E-09,103,7.26E-09,103,7.76E-09
104,3.26E-09,104,3.52E-09,104,2.80E-09,104,7.68E-09,104,7.64E-09,104,7.90E-09
105,3.62E-09,105,4.16E-09,105,3.20E-09,105,7.60E-09,105,7.34E-09,105,7.72E-09
106,3.54E-09,106,3.60E-09,106,2.92E-09,106,7.60E-09,106,7.56E-09,106,7.78E-09
107,3.60E-09,107,3.42E-09,107,3.36E-09,107,7.64E-09,107,7.66E-09,107,7.64E-09
108,3.68E-09,108,3.84E-09,108,3.04E-09,108,7.56E-09,108,7.44E-09,108,7.78E-09
109,4.02E-09,109,3.98E-09,109,2.60E-09,109,7.40E-09,109,7.40E-09,109,8.04E-09
110,3.66E-09,110,3.40E-09,110,3.02E-09,110,7.62E-09,110,7.66E-09,110,7.80E-09
111,3.76E-09,111,3.88E-09,111,3.50E-09,111,7.60E-09,111,7.52E-09,111,7.62E-09
112,3.98E-09,112,3.84E-09,112,3.62E-09,112,7.48E-09,112,7.50E-09,112,7.54E-09
113,3.86E-09,113,3.88E-09,113,3.10E-09,113,7.48E-09,113,7.44E-09,113,7.76E-09
114,3.26E-09,114,3.70E-09,114,2.78E-09,114,7.66E-09,114,7.56E-09,114,7.88E-09
115,3.24E-09,115,3.64E-09,115,3.10E-09,115,7.72E-09,115,7.54E-09,115,7.72E-09
116,3.68E-09,116,3.62E-09,116,3.04E-09,116,7.58E-09,116,7.58E-09,116,7.80E-09
117,4.04E-09,117,3.46E-09,117,3.32E-09,117,7.46E-09,117,7.62E-09,117,7.68E-09
118,3.78E-09,118,3.70E-09,118,3.74E-09,118,7.54E-09,118,7.52E-09,118,7.44E-09
119,3.68E-09,119,3.48E-09,119,3.30E-09,119,7.56E-09,119,7.54E-09,119,7.66E-09
120,3.72E-09,120,4.16E-09,120,3.68E-09,120,7.50E-09,120,7.26E-09,120,7.46E-09
121,3.84E-09,121,3.24E-09,121,3.48E-09,121,7.50E-09,121,7.68E-09,121,7.52E-09
122,3.74E-09,122,3.86E-09,122,2.84E-09,122,7.52E-09,122,7.46E-09,122,7.86E-09
123,3.60E-09,123,3.18E-09,123,3.78E-09,123,7.66E-09,123,7.80E-09,123,7.54E-09
124,3.56E-09,124,3.72E-09,124,2.44E-09,124,7.66E-09,124,7.54E-09,124,8.02E-09
125,4.16E-09,125,3.70E-09,125,2.54E-09,125,7.34E-09,125,7.54E-09,125,8.04E-09
126,3.78E-09,126,3.96E-09,126,3.88E-09,126,7.52E-09,126,7.36E-09,126,7.46E-09
127,3.56E-09,127,4.10E-09,127,3.46E-09,127,7.64E-09,127,7.30E-09,127,7.60E-09
128,3.56E-09,128,3.80E-09,128,3.22E-09,128,7.58E-09,128,7.48E-09,128,7.68E-09
129,3.52E-09,129,3.70E-09,129,3.48E-09,129,7.66E-09,129,7.44E-09,129,7.54E-09
130,3.92E-09,130,3.88E-09,130,4.06E-09,130,7.40E-09,130,7.50E-09,130,7.40E-09
131,3.36E-09,131,3.80E-09,131,3.68E-09,131,7.72E-09,131,7.50E-09,131,7.52E-09
132,3.36E-09,132,3.64E-09,132,3.60E-09,132,7.74E-09,132,7.54E-09,132,7.58E-09
133,3.34E-09,133,3.74E-09,133,3.60E-09,133,7.74E-09,133,7.52E-09,133,7.54E-09
134,3.36E-09,134,3.66E-09,134,3.50E-09,134,7.74E-09,134,7.52E-09,134,7.56E-09
135,3.32E-09,135,3.70E-09,135,3.58E-09,135,7.68E-09,135,7.48E-09,135,7.64E-09
136,3.32E-09,136,3.68E-09,136,3.58E-09,136,7.68E-09,136,7.54E-09,136,7.60E-09
137,3.38E-09,137,3.72E-09,137,3.56E-09,137,7.72E-09,137,7.50E-09,137,7.56E-09
138,3.28E-09,138,3.78E-09,138,3.64E-09,138,7.70E-09,138,7.52E-09,138,7.56E-09
139,3.40E-09,139,3.74E-09,139,3.46E-09,139,7.74E-09,139,7.54E-09,139,7.60E-09
140,3.62E-09,140,3.86E-09,140,3.34E-09,140,7.58E-09,140,7.46E-09,140,7.66E-09
141,4.14E-09,141,3.68E-09,141,2.74E-09,141,7.46E-09,141,7.56E-09,141,7.84E-09
142,3.36E-09,142,3.62E-09,142,3.92E-09,142,7.62E-09,142,7.60E-09,142,7.40E-09
143,3.98E-09,143,3.86E-09,143,3.18E-09,143,7.46E-09,143,7.48E-09,143,7.68E-09
144,3.30E-09,144,3.48E-09,144,2.70E-09,144,7.76E-09,144,7.62E-09,144,7.86E-09
145,3.68E-09,145,3.80E-09,145,3.22E-09,145,7.64E-09,145,7.50E-09,145,7.76E-09
146,4.24E-09,146,3.78E-09,146,2.02E-09,146,7.22E-09,146,7.58E-09,146,8.04E-09
147,3.04E-09,147,3.54E-09,147,2.90E-09,147,7.86E-09,147,7.66E-09,147,7.72E-09
148,3.72E-09,148,3.72E-09,148,2.24E-09,148,7.58E-09,148,7.44E-09,148,7.96E-09
149,4.02E-09,149,3.64E-09,149,3.08E-09,149,7.42E-09,149,7.56E-09,149,7.82E-09
150,3.70E-09,150,3.54E-09,150,2.90E-09,150,7.54E-09,150,7.54E-09,150,7.84E-09
151,3.98E-09,151,3.72E-09,151,3.64E-09,151,7.42E-09,151,7.50E-09,151,7.58E-09
